CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
4904,48,Female,2,27,8,15,Basic,Annual,963,20,0
4905,19,Female,12,3,3,5,Premium,Quarterly,455,27,0
4906,35,Male,45,3,10,17,Standard,Annual,475,15,1
4907,46,Female,59,21,2,20,Basic,Annual,978,5,0
4908,38,Female,36,6,2,6,Premium,Monthly,885,2,0
4909,51,Male,46,30,8,14,Basic,Quarterly,495,23,0
4910,36,Male,20,13,2,2,Basic,Quarterly,669,21,0
4911,56,Female,41,21,6,5,Basic,Monthly,226,10,0
4912,61,Female,37,3,1,17,Premium,Monthly,416,13,0
4913,56,Male,10,14,2,18,Standard,Annual,288,9,0
4914,54,Male,13,14,2,11,Basic,Annual,445,26,0
4915,21,Female,33,7,10,13,Premium,Monthly,484,8,0
4916,37,Male,39,12,5,23,Premium,Monthly,792,1,1
4917,33,Female,19,11,8,5,Standard,Quarterly,578,14,0
4918,45,Female,20,28,10,15,Basic,Annual,195,18,0
4919,30,Female,26,12,8,10,Premium,Monthly,152,30,0
4920,44,Female,21,8,9,15,Basic,Annual,482,11,0
4921,26,Female,26,10,6,17,Basic,Annual,538,18,1
4922,35,Female,17,18,3,29,Premium,Annual,676,13,0
4923,31,Male,54,13,3,0,Basic,Monthly,254,1,0
4924,65,Female,32,16,6,9,Standard,Monthly,253,4,0
4925,55,Male,24,26,3,17,Premium,Monthly,337,29,0
4926,42,Female,53,30,10,2,Basic,Annual,446,9,0
4927,44,Male,15,29,10,11,Standard,Annual,159,24,0
4928,56,Male,38,8,7,3,Premium,Annual,740,25,0
4929,52,Male,26,5,3,20,Premium,Monthly,519,8,0
4930,34,Female,29,12,2,18,Standard,Annual,254,1,0
4931,52,Male,17,14,8,0,Standard,Monthly,534,18,0
4932,32,Female,6,28,2,20,Basic,Annual,644,3,0
4933,21,Male,50,18,10,18,Basic,Annual,596,12,1
4934,25,Female,22,24,2,20,Basic,Monthly,614,13,0
4935,22,Male,38,13,6,27,Premium,Quarterly,884,7,1
4936,54,Male,47,25,3,26,Premium,Quarterly,337,5,0
4937,38,Male,48,16,2,12,Premium,Monthly,740,8,0
4938,27,Male,24,20,2,1,Premium,Annual,499,7,0
4939,39,Female,16,25,8,30,Standard,Quarterly,107,9,1
4940,44,Female,45,25,7,24,Standard,Quarterly,228,20,1
4941,51,Female,32,7,9,28,Basic,Monthly,923,7,1
4942,22,Female,8,2,8,17,Standard,Monthly,986,17,0
4943,52,Male,53,2,4,4,Premium,Monthly,234,18,1
4944,62,Male,39,22,2,8,Standard,Annual,460,25,0
4945,37,Male,10,19,7,20,Standard,Quarterly,458,12,0
4946,62,Male,12,7,5,27,Standard,Quarterly,791,26,0
4947,49,Male,11,25,10,0,Standard,Quarterly,917,1,0
4948,36,Male,4,25,10,1,Basic,Monthly,188,29,0
4949,20,Female,50,3,0,28,Basic,Annual,606,3,0
4950,57,Female,54,4,6,16,Standard,Monthly,633,10,1
4951,42,Male,11,6,9,14,Premium,Annual,800,12,0
4952,19,Female,51,1,1,28,Standard,Annual,844,25,0
4953,30,Male,36,8,6,18,Premium,Quarterly,378,9,1
4954,41,Female,56,2,4,28,Standard,Annual,365,9,1
4955,58,Male,56,17,3,30,Premium,Quarterly,939,17,0
4956,29,Female,26,3,5,20,Standard,Monthly,797,20,1
4957,50,Female,39,16,5,28,Premium,Annual,169,28,1
4958,54,Female,60,20,7,23,Basic,Quarterly,215,9,1
4959,51,Male,17,12,5,12,Standard,Quarterly,409,10,0
4960,44,Female,52,3,3,17,Basic,Quarterly,647,15,0
4961,52,Male,60,3,5,3,Standard,Quarterly,703,13,1
4962,29,Male,40,13,3,15,Standard,Monthly,296,8,0
4963,43,Male,5,9,10,11,Standard,Monthly,755,29,0
4964,58,Female,47,9,8,19,Standard,Quarterly,785,20,1
4965,62,Male,27,28,2,13,Standard,Annual,126,9,0
4966,47,Male,11,3,8,3,Standard,Quarterly,292,21,0
4967,37,Female,5,22,7,8,Basic,Monthly,237,2,0
4968,36,Male,53,3,6,5,Standard,Monthly,353,11,0
4969,35,Male,35,22,6,0,Premium,Annual,551,10,0
4970,31,Female,40,9,4,11,Standard,Monthly,994,25,0
4971,59,Male,51,23,4,24,Standard,Quarterly,895,15,0
4972,65,Female,45,2,8,17,Standard,Monthly,184,4,1
4973,64,Female,21,19,2,27,Premium,Monthly,608,10,1
4974,46,Female,3,10,4,30,Standard,Monthly,981,9,1
4975,18,Female,21,17,3,26,Premium,Quarterly,918,19,0
4976,41,Female,32,2,9,11,Standard,Annual,849,25,0
4977,64,Female,5,4,10,16,Standard,Annual,852,27,1
4978,46,Male,48,22,2,25,Standard,Monthly,425,23,0
4979,18,Male,52,13,3,26,Premium,Quarterly,653,30,0
4980,28,Female,45,16,8,13,Premium,Annual,791,14,0
4981,21,Male,34,24,0,27,Basic,Monthly,650,11,0
4982,54,Female,13,12,5,16,Premium,Annual,212,1,0
4983,51,Female,27,21,0,28,Standard,Quarterly,313,3,1
4984,63,Male,48,5,3,17,Standard,Annual,605,27,0
4985,60,Female,32,15,10,3,Basic,Monthly,752,6,0
4986,44,Male,47,27,2,9,Standard,Quarterly,390,8,0
4987,26,Female,3,29,2,24,Premium,Annual,514,15,0
4988,54,Female,53,27,8,1,Premium,Annual,568,9,0
4989,34,Female,27,24,5,18,Standard,Monthly,259,8,1
4990,37,Male,3,12,10,16,Premium,Monthly,718,11,0
4991,31,Male,4,17,8,10,Basic,Annual,134,11,0
4992,24,Male,51,9,4,1,Standard,Monthly,439,26,0
4993,49,Male,14,2,4,8,Premium,Annual,316,25,0
4994,33,Female,35,8,2,4,Basic,Monthly,546,27,0
4995,62,Male,43,12,4,26,Standard,Annual,688,2,0
4996,44,Male,41,26,6,24,Premium,Annual,360,2,1
4997,32,Male,45,4,1,0,Standard,Quarterly,365,14,0
4998,30,Male,15,13,2,11,Premium,Annual,721,20,0
4999,29,Female,53,9,3,1,Standard,Monthly,347,23,0
5000,25,Male,55,27,9,23,Basic,Monthly,243,11,1
5001,63,Male,55,23,2,20,Standard,Annual,255,17,0
5002,23,Female,53,21,3,15,Standard,Annual,696,10,0
5003,41,Female,60,12,10,15,Premium,Annual,452,12,0
5004,24,Male,33,7,7,15,Standard,Annual,555,21,0
5005,40,Male,3,2,0,13,Premium,Annual,549,23,1
5006,55,Female,43,9,6,8,Premium,Quarterly,742,10,0
5007,61,Female,42,5,5,2,Standard,Annual,785,7,1
5008,33,Female,19,26,7,13,Premium,Annual,912,5,0
5009,62,Female,47,23,1,30,Basic,Annual,151,10,1
5010,63,Male,44,24,9,10,Basic,Annual,458,28,0
5011,51,Male,47,27,9,6,Basic,Monthly,742,24,0
5012,56,Female,4,20,8,13,Basic,Quarterly,276,14,0
5013,28,Male,56,6,4,0,Premium,Monthly,705,29,0
5014,28,Male,13,19,9,12,Basic,Monthly,726,2,0
5015,46,Female,37,22,10,26,Basic,Annual,829,27,1
5016,20,Female,29,27,0,28,Basic,Annual,255,12,1
5017,18,Male,21,29,6,14,Basic,Monthly,397,18,0
5018,18,Male,47,7,6,11,Basic,Quarterly,643,18,0
5019,39,Female,50,9,3,22,Basic,Quarterly,540,18,0
5020,31,Male,15,17,2,15,Premium,Monthly,638,7,0
5021,53,Male,29,17,1,25,Premium,Monthly,540,1,0
5022,37,Female,37,16,0,13,Basic,Annual,460,7,0
5023,26,Female,41,29,7,2,Standard,Monthly,427,12,0
5024,56,Female,51,2,0,8,Standard,Monthly,488,20,0
5025,57,Female,60,9,7,4,Premium,Quarterly,715,6,0
5026,31,Female,34,16,3,21,Standard,Annual,351,22,1
5027,49,Male,23,11,0,14,Standard,Quarterly,277,24,0
5028,65,Male,38,4,7,11,Basic,Quarterly,128,20,1
5029,29,Female,16,27,9,25,Premium,Quarterly,947,8,0
5030,41,Male,45,21,0,2,Standard,Quarterly,970,16,0
5031,21,Male,24,2,8,13,Premium,Monthly,529,10,0
5032,24,Female,13,5,4,21,Basic,Quarterly,982,7,0
5033,29,Male,6,5,1,5,Premium,Monthly,996,3,0
5034,56,Female,49,13,2,3,Basic,Monthly,323,24,0
5035,32,Female,13,22,9,26,Premium,Annual,576,4,0
5036,53,Male,41,9,2,4,Standard,Monthly,298,17,0
5037,61,Female,7,10,2,0,Standard,Quarterly,198,7,0
5038,24,Female,50,12,8,14,Premium,Annual,351,5,0
5039,58,Male,10,9,0,20,Premium,Quarterly,338,23,0
5040,53,Male,12,4,4,15,Basic,Quarterly,127,8,1
5041,64,Male,29,27,0,7,Basic,Annual,814,30,0
5042,31,Female,8,21,9,3,Premium,Monthly,428,1,0
5043,29,Male,56,28,1,23,Standard,Monthly,184,6,0
5044,37,Female,23,23,3,10,Premium,Quarterly,227,23,0
5045,48,Female,2,21,10,6,Basic,Quarterly,716,3,0
5046,51,Male,58,16,10,7,Standard,Annual,387,8,0
5047,18,Female,29,7,7,2,Premium,Annual,444,11,0
5048,21,Male,37,30,4,6,Premium,Monthly,355,8,0
5049,40,Female,17,6,4,22,Basic,Monthly,115,19,1
5050,64,Female,14,14,2,27,Basic,Quarterly,376,7,1
5051,48,Male,35,30,7,15,Basic,Quarterly,898,1,0
5052,48,Male,29,23,6,23,Basic,Annual,174,17,1
5053,31,Female,1,27,4,30,Basic,Quarterly,392,10,1
5054,56,Female,9,14,1,0,Standard,Annual,601,14,0
5055,27,Male,52,4,6,30,Premium,Annual,924,12,1
5056,51,Male,60,26,6,25,Standard,Annual,831,10,1
5057,56,Female,16,11,8,3,Standard,Monthly,429,23,0
5058,28,Female,55,30,0,22,Basic,Quarterly,723,19,0
5059,61,Female,38,16,9,19,Basic,Quarterly,555,17,1
5060,54,Male,19,4,5,29,Basic,Monthly,507,9,1
5061,55,Female,14,10,4,9,Basic,Monthly,958,20,0
5062,56,Female,15,11,2,30,Basic,Monthly,622,30,1
5063,50,Male,5,24,5,22,Standard,Annual,379,28,0
5064,36,Male,50,3,10,21,Standard,Monthly,150,8,1
5065,22,Male,43,12,1,19,Standard,Monthly,454,7,0
5066,28,Male,42,12,1,4,Basic,Quarterly,178,24,0
5067,38,Male,32,11,8,9,Standard,Annual,252,9,0
5068,48,Female,44,3,7,7,Basic,Monthly,974,6,0
5069,36,Female,54,9,3,7,Basic,Annual,960,15,0
5070,30,Male,24,1,0,16,Standard,Annual,255,6,1
5071,18,Female,41,14,3,23,Premium,Monthly,823,23,1
5072,49,Male,31,15,3,1,Standard,Annual,232,30,0
5073,35,Male,25,14,10,8,Basic,Monthly,920,4,0
5074,50,Female,6,14,5,9,Premium,Annual,893,27,0
5075,37,Female,48,9,1,26,Basic,Monthly,711,16,1
5076,57,Male,56,11,2,29,Basic,Annual,552,4,0
5077,53,Male,12,5,3,30,Standard,Quarterly,538,19,0
5078,32,Male,37,17,2,12,Standard,Annual,880,27,0
5079,42,Female,42,28,0,28,Basic,Quarterly,521,8,0
5080,60,Female,38,25,6,30,Standard,Monthly,572,21,1
5081,52,Male,52,19,9,3,Standard,Monthly,484,14,0
5082,40,Female,8,20,5,7,Standard,Annual,482,23,0
5083,30,Female,32,27,1,2,Basic,Monthly,883,5,0
5084,29,Male,52,29,6,3,Standard,Quarterly,444,9,0
5085,30,Female,34,13,9,7,Basic,Quarterly,191,16,0
5086,24,Male,47,30,2,29,Standard,Annual,502,2,0
5087,59,Female,41,14,10,26,Premium,Annual,170,24,1
5088,57,Female,37,19,4,2,Standard,Annual,259,11,0
5089,32,Male,52,29,9,9,Basic,Monthly,898,1,0
5090,29,Male,53,15,5,24,Basic,Quarterly,581,5,1
5091,32,Male,22,27,2,24,Premium,Monthly,582,23,0
5092,56,Male,32,9,0,25,Basic,Annual,446,3,0
5093,25,Female,17,28,8,26,Standard,Quarterly,656,24,0
5094,30,Female,57,26,0,8,Standard,Quarterly,883,7,0
5095,65,Male,52,3,2,23,Premium,Quarterly,433,12,0
5096,60,Female,1,14,8,17,Standard,Quarterly,990,25,0
5097,23,Female,43,6,5,15,Premium,Quarterly,974,25,0
5098,63,Male,55,10,1,30,Premium,Monthly,485,23,0
5099,43,Male,13,1,10,23,Standard,Quarterly,389,16,0
5100,61,Female,58,27,0,4,Basic,Annual,207,8,0
5101,54,Female,28,29,1,12,Premium,Monthly,147,10,0
5102,18,Female,51,2,9,9,Basic,Annual,210,5,1
5103,50,Male,3,20,6,19,Basic,Annual,878,18,0
5104,27,Female,31,22,3,20,Basic,Quarterly,885,20,0
5105,22,Male,2,21,7,11,Standard,Monthly,236,19,0
5106,40,Male,37,25,3,28,Premium,Monthly,712,16,0
5107,29,Female,8,26,6,11,Basic,Monthly,264,1,0
5108,41,Male,33,21,0,22,Basic,Annual,811,1,0
5109,57,Female,18,20,10,26,Basic,Quarterly,450,20,1
5110,39,Female,48,20,7,10,Standard,Annual,551,1,0
5111,30,Female,58,6,9,11,Premium,Quarterly,906,9,0
5112,55,Female,50,1,9,19,Premium,Quarterly,657,27,1
5113,56,Male,28,6,7,21,Standard,Quarterly,206,18,1
5114,31,Female,11,16,7,13,Premium,Quarterly,233,27,0
5115,38,Female,52,7,6,5,Basic,Quarterly,977,16,0
5116,18,Female,36,13,5,7,Standard,Monthly,754,20,0
5117,40,Female,14,12,8,26,Basic,Annual,121,28,1
5118,45,Female,39,4,6,3,Standard,Annual,349,3,0
5119,64,Male,58,6,2,2,Premium,Monthly,520,22,0
5120,32,Male,10,13,9,22,Basic,Quarterly,327,15,0
5121,19,Male,47,17,5,2,Basic,Annual,140,16,0
5122,62,Female,40,24,4,11,Basic,Quarterly,697,20,0
5123,47,Female,4,23,6,18,Standard,Quarterly,347,27,0
5124,20,Male,40,10,2,29,Premium,Monthly,849,22,0
5125,44,Male,35,1,1,21,Premium,Annual,734,10,0
5126,45,Female,18,20,7,26,Standard,Monthly,185,23,1
5127,57,Female,32,22,6,4,Premium,Monthly,608,25,0
5128,55,Female,50,26,9,3,Premium,Annual,694,23,0
5129,52,Female,10,11,1,2,Premium,Quarterly,568,10,0
5130,38,Female,8,16,0,6,Premium,Quarterly,363,26,0
5131,52,Male,54,18,0,3,Premium,Quarterly,551,9,0
5132,34,Female,21,4,10,23,Premium,Annual,591,12,0
5133,30,Female,5,11,1,6,Premium,Annual,318,1,0
5134,56,Female,21,10,5,20,Standard,Monthly,112,29,0
5135,32,Male,60,3,10,19,Basic,Quarterly,515,7,1
5136,19,Female,28,10,3,7,Premium,Monthly,658,1,0
5137,40,Male,17,10,4,8,Standard,Monthly,386,7,0
5138,62,Female,2,12,10,13,Standard,Annual,831,23,0
5139,24,Female,17,29,10,25,Standard,Annual,235,21,1
5140,60,Female,25,6,9,6,Basic,Quarterly,315,11,0
5141,55,Female,60,17,4,10,Premium,Quarterly,171,26,0
5142,44,Female,39,25,4,17,Basic,Annual,102,29,0
5143,22,Male,4,21,5,18,Basic,Quarterly,141,2,0
5144,20,Female,38,7,8,5,Standard,Annual,525,30,0
5145,62,Male,51,24,4,4,Standard,Annual,149,24,0
5146,31,Male,4,9,2,1,Standard,Quarterly,695,4,0
5147,18,Male,11,5,6,18,Premium,Monthly,364,13,0
5148,34,Male,34,21,3,1,Basic,Monthly,365,16,0
5149,23,Female,46,26,3,11,Standard,Annual,347,23,0
5150,20,Female,44,29,7,28,Basic,Quarterly,406,9,1
5151,58,Male,41,27,10,30,Standard,Monthly,837,17,1
5152,42,Female,12,21,7,11,Premium,Monthly,746,5,0
5153,32,Female,53,19,0,10,Basic,Annual,879,27,0
5154,30,Female,7,20,3,20,Standard,Monthly,400,15,0
5155,52,Male,53,8,6,23,Standard,Annual,990,13,1
5156,51,Male,10,5,10,12,Standard,Annual,255,11,1
5157,31,Male,31,12,1,30,Premium,Annual,362,3,0
5158,37,Female,52,20,5,25,Premium,Annual,266,30,1
5159,38,Female,38,14,6,25,Standard,Annual,680,14,1
5160,38,Female,29,8,6,25,Premium,Annual,766,30,1
5161,65,Male,22,16,3,22,Premium,Monthly,405,29,0
5162,36,Male,51,29,1,24,Standard,Annual,498,10,0
5163,37,Male,26,10,10,18,Basic,Monthly,834,16,1
5164,64,Female,30,5,3,1,Premium,Annual,410,28,0
5165,32,Male,42,20,5,0,Standard,Monthly,918,11,0
5166,65,Female,40,29,0,9,Basic,Monthly,367,10,0
5167,29,Female,16,13,9,14,Basic,Annual,167,19,0
5168,42,Female,28,10,0,4,Basic,Monthly,981,4,0
5169,62,Male,13,7,3,21,Premium,Monthly,634,20,0
5170,37,Male,38,28,9,25,Basic,Monthly,329,20,1
5171,58,Male,2,18,3,23,Standard,Quarterly,703,11,0
5172,35,Male,42,25,6,4,Premium,Annual,833,30,0
5173,25,Male,39,10,8,25,Standard,Monthly,269,23,1
5174,28,Female,7,30,9,28,Basic,Monthly,777,27,1
5175,32,Male,30,26,7,5,Premium,Quarterly,300,22,0
5176,43,Male,53,19,5,28,Premium,Quarterly,856,17,1
5177,49,Male,12,21,7,2,Basic,Monthly,216,3,0
5178,32,Male,51,22,3,15,Premium,Monthly,854,17,0
5179,18,Female,13,13,2,2,Basic,Annual,421,14,0
5180,43,Male,54,10,2,14,Standard,Monthly,701,11,0
5181,53,Female,20,10,10,0,Standard,Quarterly,897,13,0
5182,19,Female,42,23,7,26,Premium,Quarterly,539,1,1
5183,34,Male,31,18,10,10,Premium,Monthly,596,13,0
5184,60,Male,25,22,5,7,Basic,Quarterly,927,20,0
5185,34,Male,16,16,0,11,Standard,Quarterly,170,23,0
5186,35,Female,28,24,9,27,Standard,Monthly,155,12,1
5187,24,Female,18,4,1,15,Premium,Monthly,617,10,0
5188,42,Male,18,13,0,23,Standard,Monthly,734,3,0
5189,65,Male,43,2,2,5,Standard,Monthly,770,1,0
5190,29,Female,10,10,6,18,Basic,Monthly,810,7,0
5191,44,Male,43,6,9,10,Premium,Monthly,567,12,0
5192,21,Female,60,1,6,20,Standard,Quarterly,174,9,1
5193,54,Female,50,1,7,20,Standard,Monthly,531,9,1
5194,28,Male,58,15,5,13,Basic,Annual,274,10,0
5195,44,Male,35,21,8,28,Basic,Monthly,561,15,1
5196,61,Male,17,11,6,12,Premium,Quarterly,791,8,0
5197,56,Female,60,17,0,30,Standard,Annual,268,29,1
5198,34,Female,7,5,10,9,Basic,Monthly,810,23,0
5199,63,Male,20,24,8,0,Basic,Quarterly,357,8,0
5200,23,Male,1,16,8,18,Premium,Monthly,677,7,0
5201,57,Female,2,17,6,11,Standard,Annual,254,26,0
5202,54,Male,40,7,5,28,Premium,Monthly,915,21,1
5203,38,Male,33,12,9,16,Premium,Monthly,688,3,1
5204,20,Female,23,26,5,30,Standard,Monthly,497,25,1
5205,36,Male,57,20,2,1,Basic,Annual,878,23,0
5206,41,Female,42,19,6,30,Premium,Monthly,827,22,1
5207,24,Female,1,23,4,28,Basic,Annual,107,28,1
5208,46,Male,26,18,1,1,Standard,Quarterly,330,22,0
5209,21,Female,15,16,3,0,Standard,Quarterly,714,17,0
5210,41,Male,23,22,6,8,Standard,Quarterly,367,10,0
5211,62,Male,34,17,3,22,Premium,Monthly,379,20,0
5212,38,Female,56,17,10,19,Premium,Annual,632,4,1
5213,65,Male,52,24,3,12,Premium,Annual,430,4,0
5214,27,Female,10,18,6,25,Standard,Quarterly,560,28,0
5215,49,Female,27,26,2,22,Standard,Quarterly,758,29,0
5216,52,Male,56,15,2,23,Standard,Annual,950,9,0
5217,40,Female,48,22,3,30,Premium,Monthly,574,9,1
5218,58,Female,10,3,1,26,Basic,Quarterly,260,2,1
5219,42,Male,24,20,7,1,Basic,Annual,337,2,0
5220,62,Male,50,4,10,12,Basic,Quarterly,746,29,1
5221,27,Female,38,28,8,20,Standard,Monthly,510,28,1
5222,35,Female,26,25,0,5,Premium,Annual,634,26,0
5223,32,Female,14,12,6,5,Basic,Monthly,990,25,0
5224,29,Female,22,12,5,16,Standard,Quarterly,656,18,0
5225,39,Female,49,15,6,16,Premium,Quarterly,936,19,1
5226,49,Female,33,7,5,26,Premium,Monthly,962,11,1
5227,46,Female,13,16,1,5,Standard,Annual,148,7,0
5228,63,Female,26,18,4,20,Basic,Quarterly,712,30,0
5229,37,Female,2,17,4,27,Premium,Quarterly,839,22,0
5230,38,Female,45,23,3,20,Standard,Annual,718,9,0
5231,62,Female,52,17,7,14,Standard,Quarterly,731,24,0
5232,20,Male,36,28,7,9,Standard,Annual,667,20,0
5233,20,Male,9,28,8,2,Basic,Monthly,180,28,0
5234,47,Female,43,5,8,29,Standard,Quarterly,163,17,1
5235,60,Female,12,3,9,29,Premium,Quarterly,489,25,1
5236,51,Male,59,6,4,14,Basic,Annual,492,24,0
5237,58,Male,32,19,10,20,Standard,Monthly,234,10,1
5238,64,Male,27,28,6,0,Premium,Monthly,569,27,0
5239,52,Female,24,28,1,6,Standard,Quarterly,558,11,0
5240,26,Male,7,26,4,23,Premium,Monthly,104,13,0
5241,51,Female,51,29,3,26,Basic,Annual,640,3,0
5242,33,Male,37,29,2,20,Basic,Monthly,270,29,0
5243,49,Female,38,1,5,24,Basic,Annual,186,26,1
5244,63,Male,1,13,3,27,Standard,Annual,417,4,0
5245,39,Male,36,9,5,20,Premium,Quarterly,613,12,1
5246,44,Female,28,27,4,22,Basic,Annual,580,14,0
5247,52,Male,58,24,9,22,Standard,Annual,695,16,1
5248,33,Female,42,29,2,15,Standard,Monthly,869,12,0
5249,63,Male,7,29,8,12,Standard,Annual,235,1,0
5250,35,Male,22,3,6,24,Standard,Annual,156,28,0
5251,40,Male,17,22,8,30,Premium,Annual,673,21,0
5252,22,Female,35,10,10,3,Basic,Annual,472,22,0
5253,30,Female,37,24,10,17,Standard,Annual,466,4,1
5254,38,Male,58,10,7,13,Premium,Monthly,285,20,0
5255,25,Male,55,19,1,13,Standard,Annual,124,8,0
5256,63,Male,57,21,3,30,Premium,Annual,157,28,0
5257,35,Male,41,23,3,17,Basic,Annual,257,5,0
5258,38,Male,13,21,10,4,Standard,Monthly,727,16,0
5259,23,Female,27,6,10,25,Premium,Annual,158,8,1
5260,58,Male,32,6,3,0,Standard,Annual,481,24,0
5261,56,Female,18,16,7,3,Standard,Quarterly,572,26,0
5262,23,Male,43,29,8,14,Standard,Annual,551,5,0
5263,36,Female,9,17,4,26,Premium,Annual,691,23,0
5264,63,Male,51,5,4,4,Premium,Quarterly,706,5,1
5265,33,Female,6,5,1,2,Premium,Annual,483,6,0
5266,39,Female,15,12,3,8,Standard,Quarterly,221,16,0
5267,25,Male,30,21,0,18,Basic,Annual,278,28,0
5268,25,Female,12,4,7,17,Premium,Quarterly,153,26,0
5269,39,Male,35,17,6,3,Premium,Annual,896,9,0
5270,43,Male,45,24,10,27,Premium,Quarterly,125,21,1
5271,62,Female,19,27,10,11,Standard,Annual,350,22,0
5272,57,Male,29,17,3,7,Standard,Monthly,151,26,0
5273,36,Male,31,30,6,13,Standard,Quarterly,663,30,0
5274,49,Female,8,11,0,18,Standard,Annual,227,19,0
5275,55,Female,38,10,1,28,Premium,Monthly,907,5,1
5276,64,Female,20,23,8,5,Basic,Quarterly,631,21,0
5277,36,Female,4,18,2,18,Basic,Quarterly,312,18,0
5278,25,Female,15,18,7,23,Basic,Annual,953,28,0
5279,34,Female,49,4,10,16,Premium,Annual,574,21,1
5280,57,Male,21,6,5,27,Premium,Monthly,239,10,0
5281,41,Female,25,28,9,16,Standard,Quarterly,372,16,1
5282,18,Female,3,1,7,14,Basic,Monthly,226,5,1
5283,29,Female,40,29,9,28,Standard,Monthly,683,22,1
5284,40,Female,34,11,5,29,Premium,Quarterly,955,1,1
5285,33,Female,45,20,4,30,Standard,Quarterly,603,29,0
5286,30,Male,39,2,1,21,Standard,Monthly,504,27,0
5287,32,Female,31,16,7,0,Premium,Monthly,322,10,0
5288,22,Male,34,7,6,30,Premium,Monthly,910,24,1
5289,52,Male,51,14,5,11,Standard,Monthly,537,15,0
5290,50,Male,15,17,8,27,Standard,Quarterly,333,26,0
5291,47,Male,10,15,6,21,Basic,Annual,165,19,0
5292,21,Male,9,18,6,22,Standard,Monthly,409,3,0
5293,30,Female,52,29,5,16,Standard,Annual,216,8,1
5294,22,Male,6,18,2,16,Premium,Annual,929,1,0
5295,33,Male,25,27,9,7,Premium,Annual,620,19,0
5296,33,Male,1,25,2,8,Standard,Quarterly,973,4,0
5297,54,Male,35,14,8,29,Premium,Monthly,185,30,1
5298,65,Female,37,17,4,6,Standard,Monthly,881,11,0
5299,28,Male,31,17,1,10,Basic,Quarterly,154,4,0
5300,56,Male,31,10,9,1,Standard,Monthly,989,1,0
5301,18,Male,50,23,6,20,Premium,Monthly,309,6,1
5302,41,Male,49,16,4,15,Premium,Quarterly,648,10,0
5303,18,Male,51,26,9,5,Basic,Annual,396,15,0
5304,48,Male,19,19,6,26,Basic,Annual,132,12,0
5305,53,Female,5,16,5,8,Standard,Quarterly,242,22,0
5306,45,Male,32,26,2,16,Premium,Annual,148,18,0
5307,48,Male,49,22,0,9,Premium,Annual,125,14,0
5308,35,Female,56,6,2,14,Premium,Monthly,521,16,0
5309,61,Male,39,1,6,4,Basic,Quarterly,537,13,1
5310,64,Female,60,22,2,29,Basic,Monthly,213,12,1
5311,47,Female,59,9,6,26,Basic,Quarterly,213,3,1
5312,39,Male,16,7,6,11,Standard,Monthly,458,23,0
5313,25,Female,48,13,3,11,Premium,Monthly,338,29,0
5314,46,Male,52,24,5,14,Standard,Annual,198,12,0
5315,24,Male,40,23,6,19,Premium,Annual,170,12,1
5316,44,Female,5,5,9,29,Premium,Monthly,627,21,1
5317,49,Male,57,6,1,29,Basic,Monthly,813,29,0
5318,44,Male,33,12,1,0,Premium,Quarterly,764,16,0
5319,32,Male,44,26,2,1,Premium,Monthly,852,16,0
5320,56,Male,17,10,9,16,Premium,Monthly,805,19,0
5321,21,Male,7,27,2,14,Premium,Annual,148,8,0
5322,41,Male,30,10,5,3,Standard,Quarterly,710,5,0
5323,49,Male,16,29,2,9,Basic,Monthly,579,2,0
5324,25,Male,6,7,2,9,Basic,Quarterly,670,25,0
5325,57,Male,7,2,10,27,Basic,Monthly,851,29,1
5326,50,Female,50,10,8,13,Standard,Monthly,989,7,0
5327,25,Male,37,19,8,14,Standard,Annual,327,4,0
5328,57,Male,30,7,6,29,Premium,Annual,195,9,1
5329,53,Male,46,6,7,29,Basic,Annual,947,29,1
5330,18,Female,51,1,10,21,Premium,Annual,947,29,1
5331,24,Female,41,24,7,5,Basic,Annual,413,4,0
5332,60,Male,10,27,7,0,Basic,Quarterly,704,10,0
5333,51,Female,37,30,4,0,Standard,Quarterly,610,30,0
5334,59,Male,25,22,7,13,Premium,Quarterly,575,7,0
5335,58,Male,48,14,6,17,Basic,Annual,307,15,1
5336,46,Male,12,18,7,27,Premium,Annual,692,7,0
5337,42,Male,20,8,0,21,Premium,Quarterly,404,4,0
5338,39,Male,6,19,4,5,Standard,Quarterly,853,18,0
5339,34,Female,45,22,8,1,Premium,Annual,953,10,0
5340,32,Male,34,9,10,2,Standard,Monthly,237,15,0
5341,49,Male,38,14,7,0,Standard,Annual,854,28,0
5342,44,Female,46,12,9,0,Premium,Quarterly,187,11,0
5343,53,Female,14,15,1,28,Basic,Quarterly,438,25,1
5344,51,Male,4,25,1,12,Standard,Monthly,494,9,0
5345,51,Male,49,29,7,1,Standard,Monthly,719,26,0
5346,50,Female,40,11,0,22,Standard,Annual,202,21,1
5347,65,Female,10,27,3,21,Premium,Monthly,303,21,1
5348,41,Male,12,1,8,7,Standard,Quarterly,878,3,0
5349,28,Male,24,5,0,11,Premium,Quarterly,503,1,0
5350,59,Female,35,8,0,20,Premium,Quarterly,844,7,0
5351,19,Male,59,6,8,6,Basic,Quarterly,456,27,0
5352,18,Male,17,27,6,24,Standard,Quarterly,861,14,0
5353,35,Male,54,15,4,1,Basic,Annual,992,1,0
